Problema;Variable;Claúsulas;K;MejoraLocal;Previo;PartirVars;TLectura;TBúsqueda;TTotal;SAT
CNF/UNSATBFCircuitosV864C2790_2.cnf;864;2790;K20;N;N;N;0.04979538917541504;25.81610083580017;25.866166591644287;UNSAT
CNF/UNSATBFCircuitosV864C2790_2.cnf;864;2790;K20;N;N;Y;0.04979538917541504;25.759810209274292;25.80988049507141;UNSAT
CNF/UNSATBFCircuitosV864C2790_2.cnf;864;2790;K25;N;N;N;0.04979538917541504;25.771121978759766;25.821158409118652;UNSAT
CNF/UNSATBFCircuitosV864C2790_2.cnf;864;2790;K25;N;N;Y;0.04979538917541504;25.644433736801147;25.69447135925293;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K05;N;N;N;0.05375528335571289;41.15189027786255;41.20617628097534;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K05;N;N;Y;0.05375528335571289;41.175323486328125;41.22959852218628;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K10;N;N;N;0.05375528335571289;229.94349265098572;229.99776005744934;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K10;N;N;Y;0.05375528335571289;232.62698888778687;232.68130350112915;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K15;N;N;N;0.05375528335571289;230.02604722976685;230.0803406238556;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K15;N;N;Y;0.05375528335571289;230.30980515480042;230.36410212516785;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K20;N;N;N;0.05375528335571289;249.06796288490295;249.12231540679932;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K20;N;N;Y;0.05375528335571289;247.93536472320557;247.98967289924622;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K25;N;N;N;0.05375528335571289;310.1723663806915;310.2266764640808;UNSAT
CNF/UNSATBFCircuitosV865C2783.cnf;865;2783;K25;N;N;Y;0.05375528335571289;311.7221677303314;311.77647638320923;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K05;N;N;N;0.03734159469604492;35.7334623336792;35.77174401283264;UNSAT
